Product_Name,Customer_Name,Region,OrderPriority,OrderPriorityPrice,Discount,UnitPrice,OrderQuantity,ShippingCost,ProductBaseMargin,Profit
Tuff Stuff™ Recycled Round Ring Binders,Vanessa Boyer,North America,2,7,0.1,5,18,1,0.36,22.4
Xerox 1994,Vanessa Boyer,North America,2,7,0.02,6,49,6,0.37,96.9
Dana Halogen Swing-Arm Architect Lamp,Bonnie Matthews Rowland,North America,4,15,0.01,41,8,14,0.57,169.68
GBC Linen Binding Covers,Jeremy Orr,North America,3,10,0.09,31,1,12,0.37,-3.32
GBC Recycled Grain Textured Covers,Jon Padgett,North America,3,10,0.09,35,21,15,0.37,190.8
Xerox 23,Kathy Cooke,North America,4,15,0.01,6,20,5,0.37,38.2
Acme® Box Cutter Scissors,Kathy Cooke,North America,4,15,0.02,10,8,5,0.59,40.6
Fellowes Command Center 5-outlet power strip,Joanna Hill,North America,1,5,0.1,68,19,1,0.58,619.16
Tuff Stuff™ Recycled Round Ring Binders,Michele Bennett,North America,2,7,0.1,5,4,1,0.36,4.2
Xerox 1994,Michele Bennett,North America,2,7,0.02,6,12,6,0.37,19.2
Dana Halogen Swing-Arm Architect Lamp,Ruby Tan,North America,4,15,0.01,41,2,14,0.57,31.92
Belkin 6 Outlet Metallic Surge Strip,Carol T Pitts,North America,1,5,0.1,11,5,5,0.59,21.95
"Memorex 4.7GB DVD-RAM, 3/Pack",Carol T Pitts,North America,1,5,0.01,32,21,2,0.42,273.52
Xerox 1949,Carol T Pitts,North America,1,5,0,5,1,5,0.36,-3.2
"Conquest™ 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",Meredith Brandon,North America,1,5,0,57,10,13,0.56,306.2
Self-Adhesive Address Labels for Typewriters by Universal,Carmen Barrett,AsiaPac,3,10,0.03,7,77,0,0.38,188.65
Accessory37,Carmen Barrett,AsiaPac,3,10,0.01,21,47,3,0.81,786.6
"Decoflex Hanging Personal Folder File, Blue",Gwendolyn Cook,EMEA,1,5,0.02,15,30,11,0.58,241
"Super Bands, 12/Pack",Gwendolyn Cook,EMEA,1,5,0.01,2,85,3,0.82,134.7
Self-Adhesive Address Labels for Typewriters by Universal,Geoffrey Hewitt,North America,3,10,0.03,7,19,0,0.38,46.55
Accessory37,Geoffrey Hewitt,North America,3,10,0.01,21,12,3,0.81,198.6
"Decoflex Hanging Personal Folder File, Blue",Edwin Lang,North America,1,5,0.02,15,7,11,0.58,47.8
"Super Bands, 12/Pack",Shannon Beasley,North America,1,5,0.01,2,21,3,0.82,31.02
"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",Nelson Coley,North America,0,0,0.04,279,3,35,0.8,601.12
"Imation Primaris 3.5"" 2HD Unformatted Diskettes, 10/Pack",Cecil Bray Bush,North America,2,7,0.1,5,2,2,0.72,4.2
Newell 327,Cecil Bray Bush,North America,2,7,0.01,2,11,1,0.58,11.54
"Master Caster Door Stop, Brown",Ronnie Armstrong,EMEA,2,7,0.03,5,2,2,0.51,2.8
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Debbie Stevenson,North America,1,5,0.09,210,24,21,0.59,2499
"80 Minute CD-R Spindle, 100/Pack - Staples",Robert Brantley,North America,3,10,0.01,39,23,2,0.54,473.41
"Master Caster Door Stop, Brown",Kevin Randall Briggs,North America,2,7,0.03,5,1,2,0.51,0.4
Belkin 8 Outlet Surge Protector,Leigh Burnette Hurley,North America,3,10,0.03,41,16,5,0.57,349.24
Avery 481,Leigh Burnette Hurley,North America,3,10,0.09,3,22,1,0.37,17.48
"SAFCO Mobile Desk Side File, Wire Frame",Christian Starr,AsiaPac,0,0,0.1,43,30,6,0.5,510
Avanti 1.7 Cu. Ft. Refrigerator,George Nash,AsiaPac,0,0,0.06,101,35,16,0.57,1786.85
Belkin 8 Outlet Surge Protector,Clyde Norman,North America,3,10,0.03,41,4,5,0.57,83.56
Avery 481,Clyde Norman,North America,3,10,0.09,3,5,1,0.37,3.2
"Imation 3.5 IBM Formatted Diskettes, 10/Box",Claudia Webb,North America,0,0,0.05,8,16,2,0.74,86.32
"SAFCO Mobile Desk Side File, Wire Frame",Alvin Hoover,North America,0,0,0.1,43,7,6,0.5,114.4
Avanti 1.7 Cu. Ft. Refrigerator,Jeanne Woodruff,North America,0,0,0.06,101,9,16,0.57,447.59
"GBC Laser Imprintable Binding System Covers, Desert Sand",Maurice Everett,North America,0,0,0.01,14,49,7,0.38,246.82
"GBC Laser Imprintable Binding System Covers, Desert Sand",Teresa Watts,North America,0,0,0.01,14,12,7,0.38,55.16
"Staples Wirebound Steno Books, 6"" x 9"", 12/Pack",Glenda Rosen,North America,4,15,0.1,10,13,2,0.36,31.8
3M Office Air Cleaner,Darlene Clapp,Latam,2,7,0.1,26,24,5,0.05,-36.2
Prang Drawing Pencil Set,Darlene Clapp,Latam,2,7,0.06,3,41,1,0.45,46.97
3M Office Air Cleaner,Brooke Arnold,North America,2,7,0.1,26,6,5,0.05,-12.8
Prang Drawing Pencil Set,Brooke Arnold,North America,2,7,0.06,3,10,1,0.45,10.7
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Greg Boone,AsiaPac,2,7,0.03,13,26,1,0.35,107.16
Polycom ViewStation™ Adapter H323 Videoconferencing Unit,Anita Kang,North America,4,15,0.06,1938,6,14,0.06,-72.14
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Dwight Banks,North America,2,7,0.03,13,6,1,0.35,23.96
"80 Minute Slim Jewel Case CD-R , 10/Pack - Staples",James Fox,North America,2,7,0.09,8,21,2,0.52,70.24
Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,Cathy Hutchinson,North America,3,10,0.05,280,15,23,0.59,2245
i270,Cathy Hutchinson,North America,3,10,0.02,66,18,9,0.55,620.64
Adesso Programmable 142-Key Keyboard,Renee Huang,North America,1,5,0.04,152,8,7,0.74,844.2
Xerox 1926,Renee Huang,North America,1,5,0.01,5,14,7,0.38,18.9
GBC ProClick™ 150 Presentation Binding System,Derek Sweeney,North America,4,15,0.09,316,9,20,0.38,804.76
"Snap-A-Way® Black Print Carbonless Speed Message, No Reply Area, Duplicate",Jeanette Boswell,North America,0,0,0.05,29,6,5,0.38,52.42
"Bush Westfield Collection Bookcases, Fully Assembled",Troy Hendrix,North America,2,7,0.05,101,21,36,0.62,1172.97
Newell 337,Earl Aldridge,AsiaPac,3,10,0,3,91,4,0.56,148.88
Newell 337,Doris Tyson,North America,3,10,0,3,23,4,0.56,34.64
Tennsco Regal Shelving Units,Paul Cooper,North America,2,7,0.07,101,3,35,0.82,192.25
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Sue Drake,North America,2,7,0.06,20,8,7,0.49,61.8
GBC DocuBind TL300 Electric Binding System,Elisabeth Stephenson,North America,3,10,0.01,897,7,20,0.38,2303.23
"Verbatim DVD-RAM, 5.2GB, Rewritable, Type 1, DS",Elisabeth Stephenson,North America,3,10,0.02,30,24,2,0.5,343.6
Canon PC1080F Personal Copier,Christine Underwood,AsiaPac,0,0,0.07,600,85,24,0.5,21906
Global Deluxe High-Back Office Chair in Storm,Christine Underwood,AsiaPac,0,0,0.02,136,89,29,0.76,8927.96
"Bevis Round Conference Table Top, X-Base",Christine Underwood,AsiaPac,0,0,0.02,179,4,29,0.74,486.52
Canon PC1080F Personal Copier,Steve Martin,North America,0,0,0.07,600,21,24,0.5,5394
Global Deluxe High-Back Office Chair in Storm,Penny O Caldwell,North America,0,0,0.02,136,22,29,0.76,2185.08
"Bevis Round Conference Table Top, X-Base",Penny O Caldwell,North America,0,0,0.02,179,1,29,0.74,99.88
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Arlene Grimes,North America,0,0,0.07,201,16,24,0.58,1616.16
Xerox 1881,Arlene Grimes,North America,0,0,0.01,12,5,6,0.38,16.2
M3682,Dana Sharpe,North America,0,0,0,126,33,8,0.57,2362.06
"Elite 5"" Scissors",Bruce Kahn,EMEA,0,0,0.09,8,57,8,0.55,201.76
"Decoflex Hanging Personal Folder File, Blue",Bruce Kahn,EMEA,0,0,0.01,15,61,11,0.58,510.55
Accessory15,Jesse Becker,EMEA,4,15,0.02,21,45,1,0.83,764.45
Bush Advantage Collection® Round Conference Table,Joann Thomas,EMEA,1,5,0.05,213,6,52,0.64,702.02
"Imation 3.5"", DISKETTE 44766 HGHLD3.52HD/FM, 10/Pack",Floyd Dale,North America,0,0,0.09,5,12,5,0.64,28
"Staples Pen Style Liquid Stix; Assorted (yellow, pink, green, blue, orange), 5/Pack",Glen Newman,North America,4,15,0.01,6,8,1,0.4,17.72
M3682,Pauline Denton,North America,0,0,0,126,8,8,0.57,566.56
"Elite 5"" Scissors",Don Rogers,North America,0,0,0.09,8,14,8,0.55,43.52
"Decoflex Hanging Personal Folder File, Blue",Don Rogers,North America,0,0,0.01,15,15,11,0.58,117.25
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Laurie Howe,North America,3,10,0.07,201,6,24,0.58,591.06
Xerox 21,Louis Wells,North America,3,10,0.04,6,12,7,0.37,16.76
"Brites Rubber Bands, 1 1/2 oz. Box",Louis Wells,North America,3,10,0.06,2,10,1,0.83,14.4
"Bevis Round Bullnose 29"" High Table Top",Louis Wells,North America,3,10,0.95,260,2,67,0.61,-243.8
VTech VT20-2481 2.4GHz Two-Line Phone System w/Answering Machine,Louis Wells,North America,3,10,0.03,180,16,14,0.57,1541.2
Unpadded Memo Slips,Bob Jiang,North America,4,15,0.07,4,5,3,0.35,2.6
Accessory15,Kathy Turner,North America,4,15,0.02,21,11,1,0.83,186.11
Bush Advantage Collection® Round Conference Table,Alicia Wood Shah,North America,1,5,0.05,213,1,52,0.64,73.67
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Maurice Everett,North America,0,0,0.05,321,49,29,0.66,9565.69
Boston 1730 StandUp Electric Pencil Sharpener,Denise Albright,North America,4,15,0.08,21,61,9,0.59,644.31
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Thomas Spence,North America,0,0,0.05,321,12,29,0.66,2320.72
Boston 1730 StandUp Electric Pencil Sharpener,Marguerite Reed,North America,4,15,0.08,21,15,9,0.59,151.65
"Memorex 80 Minute CD-R, 30/Pack",Ethel Coley,North America,3,10,0.04,23,7,2,0.46,65.62
PC Concepts 116 Key Quantum 3000 Keyboard,Constance Ivey,North America,1,5,0.1,33,20,6,0.75,423
Dixon Ticonderoga Core-Lock Colored Pencils,Sheryl Barnett Braun,AsiaPac,0,0,0.03,9,59,2,0.52,258.19
CF 688,Sheryl Barnett Braun,AsiaPac,0,0,0.01,156,28,9,0.58,2480.76
"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",John Fowler,EMEA,1,5,0.08,10,83,2,0.38,247
Dixon Ticonderoga Core-Lock Colored Pencils,Annette Cline,North America,0,0,0.03,9,15,2,0.52,64.15
CF 688,Annette Cline,North America,0,0,0.01,156,7,9,0.58,613.44
"Iceberg OfficeWorks 42"" Round Tables",Robyn Lyon,North America,4,15,0.95,151,2,39,0.75,-99.4
Accessory36,Anna Ellis,North America,4,15,0.09,56,2,5,0.83,77.88
"Speediset Carbonless Redi-Letter® 7"" x 8 1/2""",Alan Griffith,North America,1,5,0.08,10,21,2,0.38,61
Avery Arch Ring Binders,Gerald Crabtree,North America,3,10,0.07,58,13,1,0.38,232.74
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Francis I Davis,North America,0,0,0.03,24,22,7,0.35,161.96
Bevis Round Conference Table Top & Single Column Base,Robyn Lyon,North America,1,5,0.95,146,21,44,0.64,-994.46
"Recycled Interoffice Envelopes with Re-Use-A-Seal® Closure, 10 x 13",Marguerite Yu,North America,4,15,0.01,17,15,8,0.38,86.35
Project Tote Personal File,Tammy Gunter,North America,1,5,0.08,14,15,9,0.56,91.8
Bush Advantage Collection® Round Conference Table,Tammy Gunter,North America,1,5,0.95,213,16,110,0.73,-859.76
Office Star - Task Chair with Contemporary Loop Arms,Dennis Elmore,North America,3,10,0.1,91,9,30,0.61,387.69
StarTAC 7760,Faye Hanna,North America,3,10,0.07,66,13,4,0.59,442.16
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Rhonda Cummings,North America,2,7,0.05,60,18,4,0.57,557.6
3285,Victoria Reed,North America,2,7,0.1,206,20,6,0.59,2012.8
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,Carol Clayton,AsiaPac,4,15,0.05,4,74,8,0.05,-9.48
"6"" Cubicle Wall Clock, Black",Jose Block,AsiaPac,4,15,0,8,93,8,0.49,356.56
Coloredge Poster Frame,Jose Block,AsiaPac,4,15,0.06,14,45,5,0.46,247
Avery 506,Elisabeth Thompson,North America,4,15,0.09,4,13,1,0.39,14.6
Avery 474,Evelyn Garcia,North America,3,10,0.1,3,14,1,0.36,9.92
Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,William Woodard,North America,4,15,0.05,4,18,8,0.05,-8.36
"6"" Cubicle Wall Clock, Black",Guy Gallagher,North America,4,15,0,8,23,8,0.49,82.16
Coloredge Poster Frame,Guy Gallagher,North America,4,15,0.06,14,11,5,0.46,56.6
"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Kristen Hinton,North America,0,0,0.09,14,9,7,0.08,-8.26
"Eldon® Expressions™ Wood Desk Accessories, Oak",Linda Gates,North America,4,15,0,7,13,5,0.56,45.96
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Helen Duke,AsiaPac,3,10,0.04,9,4,6,0.39,6.6
Prang Drawing Pencil Set,Eva Simpson,North America,1,5,0.05,3,19,1,0.58,29.21
GBC Wire Binding Strips,Samuel Simmons,North America,1,5,0.08,32,24,13,0.37,209.72
"Executive Impressions 14"" Contract Wall Clock",Eddie Riggs,North America,1,5,0.07,22,11,4,0.52,104.9
Polycom VoiceStation 100,Eddie Riggs,North America,1,5,0,301,5,14,0.06,68.78
Letter Size Cart,Vivian Hodge,North America,0,0,0.1,143,9,20,0.56,572.02
Staples® General Use 3-Ring Binders,Sharon Dickinson,North America,0,0,0.07,2,10,1,0.37,5
Boston 1730 StandUp Electric Pencil Sharpener,Sharon Dickinson,North America,0,0,0.02,21,17,9,0.59,194.49
"Sharp EL501VB Scientific Calculator, Battery Operated, 10-Digit Display, Hard Case",Kristen Callahan,North America,3,10,0.04,9,1,6,0.39,-2.85
"TDK 4.7GB DVD-R Spindle, 15/Pack",Katharine Hudson,North America,0,0,0.03,41,5,2,0.42,77.95
"Bush Cubix Collection Bookcases, Fully Assembled",Rebecca Frazier Foley,North America,1,5,0.1,221,1,65,0.62,49.92
Xerox 1892,Rebecca Frazier Foley,North America,1,5,0.06,39,12,13,0.36,127.4
Hayes Optima 56K V.90 Internal Voice Modem,Regina Phillips,North America,3,10,0,257,18,11,0.51,2348.26
Advantus Map Pennant Flags and Round Head Tacks,Regina Phillips,North America,3,10,0.05,4,4,2,0.53,5.68
Accessory23,Rick Ellis,North America,1,5,0.06,36,11,1,0.36,117.8
Newell 340,Tommy Honeycutt,North America,3,10,0.07,3,16,1,0.56,22.52
Xerox 190,Kevin Erickson,Latam,0,0,0.09,5,16,5,0.38,18.2
Xerox 1950,Kevin Erickson,Latam,0,0,0.03,6,12,5,0.36,18.76
Staples Metal Binder Clips,Patsy Merritt,EMEA,1,5,0.08,3,51,1,0.39,46.43
"File Shuttle II and Handi-File, Black",Patsy Merritt,EMEA,1,5,0.05,34,18,5,0.6,331.6
Xerox 190,Monica May,North America,0,0,0.09,5,4,5,0.38,0.8
Xerox 1950,Monica May,North America,0,0,0.03,6,3,5,0.36,0.94
Staples Metal Binder Clips,Elisabeth Shaw,North America,1,5,0.08,3,13,1,0.39,11.09
"File Shuttle II and Handi-File, Black",Elisabeth Shaw,North America,1,5,0.05,34,4,5,0.6,69.8
2190,Tracy Livingston,North America,2,7,0.09,66,16,6,0.56,490.32
Xerox 1933,Leon Gill,North America,3,10,0.05,12,19,5,0.38,70.24
Xerox 226,Eleanor Swain,North America,4,15,0,6,59,6,0.37,124.98
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Dana Teague,North America,1,5,0,201,89,24,0.58,10351.62
Avery 491,Dana Teague,North America,1,5,0.07,4,41,1,0.39,51.48
Alliance Rubber Bands,Ernest Branch,EMEA,2,7,0.05,2,12,1,0.81,17.24
Xerox 226,Sam Rouse,North America,4,15,0,6,15,6,0.37,27.3
"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Terri Hanson,North America,1,5,0,201,22,24,0.58,2540.76
Avery 491,Terri Hanson,North America,1,5,0.07,4,10,1,0.39,11.8
Xerox 1937,Eileen Riddle,North America,3,10,0.04,48,18,6,0.37,279.12
12 Colored Short Pencils,Eileen Riddle,North America,3,10,0.08,3,7,2,0.58,8.5
Alliance Rubber Bands,Stacy Byrne,North America,2,7,0.05,2,3,1,0.81,3.56
"Avery 05222 Permanent Self-Adhesive File Folder Labels for Typewriters, on Rolls, White, 250/Roll",Marjorie Maxwell,North America,4,15,0,4,5,7,0.39,0.8
Rogers® Profile Extra Capacity Storage Tub,Marjorie Maxwell,North America,4,15,0.05,17,17,7,0.81,212.64
"Hon Metal Bookcases, Putty",Rosemary Hedrick,AsiaPac,0,0,0.07,6,133,10,0.56,381.02
Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Rosemary Hedrick,AsiaPac,0,0,0.07,3,160,1,0.55,229.4
Hon Every-Day® Chair Series Swivel Task Chairs,Jon Ayers,North America,3,10,0,121,31,30,0.64,2370.64
Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Jon Ayers,North America,3,10,0.1,210,12,21,0.59,1213.8
"Hon Metal Bookcases, Putty",Elsie G Ferguson,North America,0,0,0.07,6,33,10,0.56,87.02
Global Enterprise™ Series Seating Low-Back Swivel/Tilt Chairs,Billie Fowler,North America,0,0,0.07,3,40,1,0.55,56.6
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Paula Koch,North America,0,0,0.04,8,26,6,0.36,60.56
Xerox 1952,Paula Koch,North America,0,0,0.08,5,14,5,0.38,16
KF 788,Paula Koch,North America,0,0,0.05,46,37,5,0.56,863.02
Filing/Storage Totes and Swivel Casters,Natalie Faulkner,North America,4,15,0.08,10,6,9,0.6,22.2
StarTAC 3000,Wayne Mullins,North America,4,15,0.04,126,36,8,0.59,2486.8
Gyration Ultra Professional Cordless Optical Suite,Juan Butler,North America,4,15,0.05,301,7,7,0.48,899.01
Hon 94000 Series Round Tables,Douglas Lyon,EMEA,4,15,0.02,296,102,54,0.76,22288.08
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Douglas Lyon,EMEA,4,15,0.08,58,65,37,0.61,1961.1
6162i,Kelly Beatty,North America,4,15,0.1,66,39,4,0.55,1154.3
TDK 4.7GB DVD+RW,Brenda Cowan,North America,0,0,0.07,14,18,2,0.49,103.84
Wilson Jones Easy Flow II™ Sheet Lifters,Paula Koch,North America,2,7,0.03,2,17,5,0.37,6.56
Hon 94000 Series Round Tables,Dean Rosenberg,North America,4,15,0.02,296,26,54,0.76,5641.04
O'Sullivan 3-Shelf Heavy-Duty Bookcases,Kerry O'Brien,North America,4,15,0.08,58,16,37,0.61,454.84
"Iceberg OfficeWorks 42"" Round Tables",Louise Fleming,EMEA,4,15,0.05,151,75,16,0.7,7345.25
Eldon Radial Chair Mat for Low to Medium Pile Carpets,Hannah Tyson,North America,0,0,0.01,40,9,9,0.65,221.4
AT&T 1430 2.4GHz Analog Phone w/Caller ID,Leslie Duffy,North America,4,15,0.07,41,11,9,0.54,202.97
"Iceberg OfficeWorks 42"" Round Tables",Harvey Wong Bates,North America,4,15,0.05,151,19,16,0.7,1848.85
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Veronica Garrett,AsiaPac,3,10,0.09,219,48,70,0.15,508.16
KF 788,Alexandra Fuller,North America,0,0,0.09,46,8,5,0.56,167.96
"Eldon® Image Series Desk Accessories, Burgundy",Allan Dickinson,North America,0,0,0.09,4,9,7,0.49,7.4
Recycled Eldon Regeneration Jumbo File,Joshua Keller,North America,3,10,0.04,12,41,6,0.57,254.76
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Joshua Keller,North America,3,10,0.03,349,38,60,0.5,6173.14
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Priscilla Brandon,North America,3,10,0.95,219,12,70,0.15,-2185.54
Deflect-O® Glasstique™ Clear Desk Accessories,Molly Warren,AsiaPac,4,15,0.08,8,68,4,0.52,235.36
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Marian B Lyons,North America,2,7,0.95,101,30,60,0.59,-1150.8
Deflect-O® Glasstique™ Clear Desk Accessories,Lorraine Kelly,North America,4,15,0.08,8,17,4,0.52,55.84
Accessory2,James Davenport,North America,0,0,0.07,56,22,1,0.55,590.36
Multimedia Mailers,Neal Wolfe,North America,2,7,0.01,163,139,20,0.39,8589.66
GBC Poly Designer Binding Covers,Marvin Patrick,North America,1,5,0.05,17,31,5,0.36,158.37
Multimedia Mailers,Christopher Bryant,North America,2,7,0.01,163,35,20,0.39,2147.9
GBC Poly Designer Binding Covers,Julia Haynes,North America,1,5,0.05,17,8,5,0.36,37.16
"IBM 80 Minute CD-R Spindle, 50/Pack",Brenda Cowan,North America,3,10,0.09,21,27,2,0.48,219.13
Polycom ViaVideo™ Desktop Video Communications Unit,Jesse Williams Katz,North America,4,15,0.05,575,22,24,0.06,39.25
Belkin 105-Key Black Keyboard,Seth Matthews,North America,4,15,0.04,20,15,4,0.68,188
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Seth Matthews,North America,4,15,0.09,35,39,8,0.57,647.2
GBC Plastic Binding Combs,Patrick Hendrix,North America,4,15,0.07,7,28,12,0.36,44.84
Global Commerce™ Series High-Back Swivel/Tilt Chairs,Patrick Hendrix,North America,4,15,0.08,285,20,70,0.6,2894
"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Thelma Murray,North America,1,5,0.04,9,14,1,0.38,41.84
Xerox 1924,Thelma Murray,North America,1,5,0.1,6,33,8,0.36,43.48
Accessory24,Thelma Murray,North America,1,5,0.09,56,20,3,0.59,557
Accessory32,Thelma Murray,North America,1,5,0.02,56,34,1,0.35,627.32
"IBM 3.5"" DS/HD IBM Formatted Diskettes, 50/Pack",Glen Choi,North America,4,15,0.08,19,26,3,0.69,298.34
Xerox 1899,Rose McCarthy,North America,1,5,0.06,6,3,5,0.36,0.4
"Imation IBM Formatted Diskettes, 100/Pack",Carolyn Hoffman,North America,1,5,0,28,20,9,0.7,383
"Imation 3.5"" Unformatted DS/HD Diskettes, 10/Box",Ralph Woods Scott,North America,2,7,0.02,7,26,6,0.69,115.94
Belkin 6 Outlet Metallic Surge Strip,Gail Lin,EMEA,4,15,0.08,11,102,5,0.59,567.22
PC Concepts 116 Key Quantum 3000 Keyboard,Catherine Powell,AsiaPac,0,0,0.07,33,119,6,0.75,2664.36
Xerox 1895,Catherine Powell,AsiaPac,0,0,0.09,6,126,10,0.4,224.36
Talkabout T8367,Catherine Powell,AsiaPac,0,0,0.05,66,3,9,0.56,91.98
Array® Memo Cubes,Catherine Powell,AsiaPac,0,0,0.1,5,85,2,0.36,108.5
Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Jeanne Fuller McMillan,EMEA,4,15,0.02,15,126,9,0.57,1030.5
Magna Visual Magnetic Picture Hangers,Dianne Vogel Reese,AsiaPac,4,15,0.03,5,146,6,0.47,315.2
LX 788,Beth Brandon,EMEA,1,5,0.07,156,71,9,0.58,5639.76
Portfile® Personal File Boxes,Beth Brandon,EMEA,1,5,0.09,18,136,9,0.59,1215
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Beth Brandon,EMEA,1,5,0.01,135,129,35,0.84,14419.45
Belkin 6 Outlet Metallic Surge Strip,Danny Schaefer,North America,4,15,0.08,11,26,5,0.59,140.86
PC Concepts 116 Key Quantum 3000 Keyboard,Harvey Sanchez,North America,0,0,0.07,33,30,6,0.75,667.2
Xerox 1895,Harvey Sanchez,North America,0,0,0.09,6,31,10,0.4,47.66
Talkabout T8367,Harvey Sanchez,North America,0,0,0.05,66,1,9,0.56,24.66
Array® Memo Cubes,Karl Knowles,North America,0,0,0.1,5,21,2,0.36,25.3
Eldon Jumbo ProFile™ Portable File Boxes Graphite/Black,Harry Berger,North America,4,15,0.02,15,31,9,0.57,246.75
Microsoft Office Keyboard,Jordan Wilkinson,North America,3,10,0.03,41,23,7,0.64,568.23
6160,Seth Berry,North America,3,10,0.05,116,30,3,0.57,1806.6
Magna Visual Magnetic Picture Hangers,Florence Clayton,North America,4,15,0.03,5,37,6,0.47,75.4
LX 788,Jeffrey Cheng,North America,1,5,0.07,156,18,9,0.58,1423.08
Portfile® Personal File Boxes,Daniel Huff,North America,1,5,0.09,18,34,9,0.59,297
"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Daniel Huff,North America,1,5,0.01,135,32,35,0.84,3550.6
Xerox 1937,Rosemary Foster,North America,2,7,0.05,48,11,6,0.37,162.96
"Bevis Round Conference Table Top, X-Base",Zachary Wu,North America,2,7,0.95,179,9,29,0.74,-367.31
KI Conference Tables,Annette Sharpe,North America,2,7,0.95,71,40,89,0.69,-827.4
Canon P1-DHIII Palm Printing Calculator,Geoffrey Saunders,North America,3,10,0,18,31,9,0.4,214.2
Xerox 1928,Stacey Schultz,AsiaPac,4,15,0.08,5,71,6,0.4,107.6
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Stacey Schultz,AsiaPac,4,15,0.01,60,129,10,0.57,4324.4
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Judith French,North America,1,5,0.08,92,37,40,0.67,1968.36
Accessory4,Judith French,North America,1,5,0.07,86,21,1,0.85,1407.68
Canon P1-DHIII Palm Printing Calculator,Lisa Branch,North America,3,10,0,18,8,9,0.4,48.6
SAFCO Folding Chair Trolley,Paul Cooper,North America,4,15,0.01,128,39,13,0.5,2433.08
Avery 51,Paul Cooper,North America,4,15,0.06,6,24,1,0.39,46.52
Xerox 1928,Norma Oliver,North America,4,15,0.08,5,18,6,0.4,22.8
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Norma Oliver,North America,4,15,0.01,60,32,10,0.57,1065.2
"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Laurence Hull,North America,2,7,0.04,48,32,4,0.71,1025.12
Newell 326,Lindsay P Ashley,North America,0,0,0.01,2,95,1,0.56,103.5
600 Series Non-Flip,Lindsay P Ashley,North America,0,0,0.07,46,37,5,0.57,846
Bretford CR8500 Series Meeting Room Furniture,Roger Liu,North America,3,10,0.95,401,40,43,0.71,-3892.6
Newell 326,Tamara Cowan,North America,0,0,0.01,2,24,1,0.56,25.4
600 Series Non-Flip,Tamara Cowan,North America,0,0,0.07,46,9,5,0.57,202
Eldon Expressions Mahogany Wood Desk Collection,Stephanie Sun Perry,North America,1,5,0.06,6,14,5,0.6,40.36
Sterling Rubber Bands by Alliance,Edwin Coley,North America,1,5,0.1,5,26,1,0.85,96.5
Staples® General Use 3-Ring Binders,Jordan Womble,North America,4,15,0.07,2,33,1,0.37,18.8
"Belkin 107-key enhanced keyboard, USB/PS/2 interface",Melinda Leonard,North America,4,15,0.08,18,34,4,0.79,430.52
Epson FX-980 Dot Matrix Printer,Ralph Fowler,North America,1,5,0.06,401,25,15,0.59,5298.25
